	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
FOODON_03301103			"[""SIREN DB annotation:\n* has quality 'liquid, low viscosity, with small particles' (http://purl.obolibrary.org/obo/FOODON_03430114)\n* derives from 'fruit, peel removed, core, pit or seed removed' (http://purl.obolibrary.org/obo/FOODON_03420229)\n        ""]"	['orange juice']				
ENVO_00002873				['organic waste material']	['This should probably be merged with biological waste material.']	['organic waste']		
ENVO_00002276				['animal waste material']	"[""This will become a defined class, with subclasses added through inference based on material having a 'waste role' and being associated with animal metabolism.""]"	['animal waste']		
FOODON_00001258				['food (fermented)']	['Are all fermented foods considered preserved to some extent?']			
FOODON_00001172				['nut food product']	"['The default nut product is a whole, raw nut - meaning that the kernel is whole, and moderately or significantly dried, but not baked.  Minimal references to nuts often leave ambiguous whether the shell is on or off. ""I ate a peanut"" doesn\'t clarify whether I ate a shell-off nut or whether I did the shelling.']"			
ENVO_00002206				['coal mine waste material']		['coal mine waste']		['coal refuse']
ENVO_00002266				['chicken breeding waste material']		['chicken breeding waste']		['chicken yard waste']
ENVO_00002207				['self-heating coal mine waste material']		['self-heating coal mine waste']		
FOODON_00002158				['food (preserved)']		['preserved']		
ENVO_00003903				['aviation fuel']				['jet fuel']
FOODON_00001063				['millet beer food product']				['bantu beer']
ENVO_2000045				['hydrocarbon-based environmental material']				
ENVO_01001644				['material primarily composed of biogenic carbonates']				
ENVO_00002040				['wood']				
ENVO_01001820				['cultured organic material']				
ENVO_00002192				['poultry litter']				
ENVO_01000558				['liquefied hydrocarbon gas']				
ENVO_00005794				['water scum']				
ENVO_00002046				['activated sludge']				
ENVO_00002057				['raw primary sludge']				
ENVO_00002058				['secondary sludge']				
ENVO_00002176				['contaminated sludge']				
ENVO_00002129				['anaerobic sludge']				
ENVO_00002212				['thermophilic granular sludge']				
ENVO_00005796				['marine sludge']				
ENVO_01000508				['salt material']				
ENVO_02000104				['cement dust']				
ENVO_02000109				['dust from plant parts']				
ENVO_00002135				['treated wood']				
ENVO_00002193				['pulp-bleaching waste water']				
ENVO_00002138				['beach sand']				
ENVO_00005798				['acid dune sand']				
ENVO_00002118				['sea sand']				
ENVO_00005799				['rocky sand']				
ENVO_00002179				['intertidal sediment']				
ENVO_00002171				['hay compost']				
ENVO_00003032				['fresh animal manure']				
ENVO_00003859				['horse manure']				
ENVO_00003884				['farmyard manure']				
ENVO_00003927				['stable manure']				
ENVO_02000084				['goat manure']				
ENVO_00003908				['poultry deep litter']				
FOODON_03311737				['processed food product']				
ENVO_00002177				['1,4-dioxane contaminated sludge']				
ENVO_00003965				['anaerobic digester sludge']				
ENVO_00003071				['grass silage']				
ENVO_00003978				['potato silage']				
ENVO_00003870				['rice straw']				
ENVO_02000098				['platinum ore']				
ENVO_02000097				['gold ore']				
ENVO_02000096				['iron ore']				
ENVO_02000111				['copper ore']				
ENVO_02000102				['fibrous glass dust']				
ENVO_02000108				['cotton dust']				
ENVO_00002136				['arsenate treated wood']				
ENVO_01001847				['hoarfrost']				
ENVO_01001849				['glaze']				
ENVO_00002148				['coarse beach sand']				
ENVO_00002134				['anaerobic stream sediment']				
ENVO_00002154				['radioactive sediment']				
ENVO_02000113				['welding fume']				
ENVO_02000114				['paraffin wax fume']				
ENVO_02000120				['zinc chloride fume']				
ENVO_00002159				['drilling bore water']				
ENVO_00002194				['oil field production water']				
ENVO_00003065				['distilled water']				
ENVO_00003097				['bore hole water']				
ENVO_00005793				['muddy water']				
FOODON_00001010				['processed meat food product']				
FOODON_00001229				['processed cheese food product']				
FOODON_00002196				['refined or partially-refined food product']				
FOODON_00001626				['bakery food product']				
FOODON_00001857				['food flavoring or seasoning product']				
FOODON_00001867				['food dressing product']				
FOODON_00002219				['salad food product']				
FOODON_00002450				['multi-component honey product']				
ENVO_00003900				['rye grass silage']				
ENVO_2000009				['sub-bitumous coal']				
ENVO_00002155				['high-level radioactive sediment']				
ENVO_02000116				['aluminum welding fume']				
ENVO_00002158				['ditch water']				
ENVO_00002228				['pond water']				
ENVO_00003096				['tap water']				
ENVO_00002142				['borax leachate']				
ENVO_01000599				['river water']				
FOODON_00001039				['cured meat food product']				
FOODON_00001241				['processed pork meat food product']				
FOODON_00002131				['plant based refined or partially-refined food product']				
FOODON_00002423				['agave food product']				
FOODON_00001165				['solanaceous food product']				
FOODON_00001166				['plant inflorescence food product']				
FOODON_00001169				['cruciferous food product']				
FOODON_00001262				['botanical fruit food product']				
FOODON_00001174				['plant lipid food product']				
FOODON_00001175				['plant stem food product']				
FOODON_00001253				['plant derived beverage']				
FOODON_00001243				['animal lipid food product']				
FOODON_00001176				['invertebrate animal food product']				
FOODON_00001252				['animal derived beverage']				
FOODON_00001053				['fermented dairy food product']				
FOODON_00001054				['fermented fish or seafood food product']				
FOODON_00001069				['fermented fruit food product']				
FOODON_00001073				['vinegar food product']				
FOODON_00002333				['vegetable pickle food product']				
FOODON_00002125				['plant based bakery food product']				
FOODON_00001278				['cake food product']				
FOODON_00001083				['sugar condiment']				
FOODON_00002300				['sweetener food product']				
FOODON_00002262				['soybean condiment']				
FOODON_00001610				['apple condiment']				
FOODON_00002146				['plant product dressing']				
FOODON_00001280				['chocolate food product']				
FOODON_00001279				['cake icing food product']				
FOODON_00001800				['dairy dessert food product']				
FOODON_00002132				['plant based salad food product']				
FOODON_00003395				['multi-component wheat food product']				
FOODON_00002126				['plant-based candy']				
FOODON_03400960				['50220000 - cereal/grain/pulse products (gs1 gpc)']				
FOODON_03401061				['50190000 - prepared/preserved foods (gs1 gpc)']				
FOODON_00002301				['pork cured meat food product']				
FOODON_00001225				['smoked meat food product']				
FOODON_00001696				['cattle cured meat food product']				
FOODON_00002153				['plant seed vegetable food product']				
FOODON_00001783				['cowpea vegetable food product']				
FOODON_00002156				['plant stem or spear vegetable food product']				
FOODON_00001089				['corn flour food product']				
FOODON_00001163				['solanaceous fruit food product']				
FOODON_00001171				['cruciferous inflorescence food product']				
FOODON_00001182				['pickled cruciferous food product']				
FOODON_00001173				['plant seed food product']				
FOODON_00001254				['plant derived fermented beverage']				
FOODON_00001255				['nonfermented plant derived beverage product']				
FOODON_00002275				['steeped beverage product']				
FOODON_00001747				['cocoa beverage']				
FOODON_00001251				['avian food product']				
FOODON_00001055				['sea water fish food product']				
FOODON_00001293				['shellfish food product']				
FOODON_00001177				['insect food product']				
FOODON_00001217				['mammalian milk beverage']				
FOODON_00001159				['fermented pomaceous fruit beverage']				
FOODON_00001919				['grain based vinegar food product']				
FOODON_00001613				['apple vinegar food product']				
FOODON_00002364				['wine or wine-like food product']				
FOODON_00001219				['sausage (cooked, smoked)']				
FOODON_00001183				['bread food product']				
FOODON_00001212				['pastry food product']				
FOODON_00002151				['plant seed based bakery food product']				
FOODON_00001178				['honey food product']				
FOODON_00002157				['plant sweetener']				
FOODON_00001231				['creamy salad dressing']				
FOODON_00001232				['vinaigrette dressing food product']				
FOODON_00001235				['soy sauce food product']				
FOODON_00001140				['fruit juice food product']				
FOODON_00001878				['frozen dairy dessert']				
FOODON_00002035				['milk dessert food product']				
FOODON_00001289				['potato salad food product']				
FOODON_00001891				['fruit salad food product']				
FOODON_00001001				['orange juice (liquid)']				
FOODON_03400969				['50221200 - processed cereal products (gs1 gpc)']				
FOODON_03401095				['50192900 - pasta/noodles  (gs1 gpc)']				
ENVO_00003045				['bacon curing brine']				
FOODON_00001220				['sausage (smoked)']				
FOODON_00001077				['salt pork meat food product']				
FOODON_00002053				['mustard food product']				
FOODON_00001058				['fruit extract food product']				
FOODON_00001150				['cucurbit fruit food product']				
FOODON_00001640				['berry food product']				
FOODON_00002787				['vetch food product']				
FOODON_00001024				['pickled cabbage food product']				
FOODON_00002813				['pea food product']				
FOODON_00001093				['cereal grain food product']				
FOODON_00001097				['fermented sugar cane beverage']				
FOODON_00001096				['fermented elaeis palm beverage']				
FOODON_00001102				['fermented grain beverage']				
FOODON_00001838				['fermented cereal beverage']				
FOODON_00001136				['distilled fermented beverage']				
FOODON_00001246				['hot chocolate food product']				
FOODON_00001247				['mate food product']				
FOODON_00001675				['cabbage juice food product']				
FOODON_00002316				['tomato juice food product']				
FOODON_00001134				['bovine meat food product']				
FOODON_00001257				['milk or milk based food product']				
FOODON_00001107				['bovine dairy food product']				
FOODON_00001106				['camelid dairy food product']				
FOODON_00001111				['equine dairy food product']				
FOODON_00001879				['frozen dairy food product']				
FOODON_00001250				['fish egg food product']				
FOODON_00001218				['bee food product']				
FOODON_00001090				['sour milk beverage']				
FOODON_00001120				['camelid milk beverage']				
FOODON_00001121				['equine milk beverage']				
FOODON_00001017				['commercial yogurt']				
FOODON_00001086				['kefir food product']				
